node_id,initial_energy,remaining_energy,lifetime
0,100,7.80128,300
1,100,0,235.989
2,100,0,292.405
3,100,0,292.676
4,100,0,294.458
5,100,0,259.854
6,100,0,265.841
7,100,6.61171,300
8,100,8.64279,300
9,100,8.99763,300
10,100,1.30121,300
11,100,1.14996,300
12,100,5.90033,300
13,100,8.68,300
14,100,9.53405,300
15,100,0.450858,300
16,100,4.26256,300
17,100,9.15304,300
18,100,8.87663,300
19,100,9.19289,300
20,100,0,292.018
21,100,5.58241,300
22,100,9.62821,300
23,100,9.6824,300
24,100,9.86223,300
