node_id,initial_energy,remaining_energy,lifetime
0,100,8.5578,300
1,100,0,264.958
2,100,9.27605,300
3,100,9.30467,300
4,100,9.47904,300
5,100,0,260.495
6,100,0,286.419
7,100,7.60705,300
8,100,8.76819,300
9,100,8.80361,300
10,100,7.69025,300
11,100,7.10407,300
12,100,7.92114,300
13,100,8.92632,300
14,100,9.3401,300
15,100,9.73928,300
16,100,9.17738,300
17,100,8.93668,300
18,100,8.97088,300
19,100,8.98935,300
20,100,9.86369,300
21,100,9.19722,300
22,100,9.44293,300
23,100,9.66964,300
24,100,9.67368,300
