node_id,initial_energy,remaining_energy,lifetime
0,100,9.13975,300
1,100,5.4022,300
2,100,9.64556,300
3,100,9.68026,300
4,100,9.857,300
5,100,0,282.595
6,100,4.41253,300
7,100,7.21378,300
8,100,8.95187,300
9,100,9.16807,300
10,100,8.72762,300
11,100,8.1407,300
12,100,7.96605,300
13,100,8.93904,300
14,100,9.52416,300
15,100,9.72625,300
16,100,9.16492,300
17,100,8.93437,300
18,100,8.96233,300
19,100,9.18721,300
20,100,9.853,300
21,100,9.18818,300
22,100,9.43757,300
23,100,9.68288,300
24,100,9.86411,300
