node_id,initial_energy,remaining_energy,lifetime
0,100,9.15766,300
1,100,5.52626,300
2,100,9.64214,300
3,100,9.67684,300
4,100,9.85357,300
5,100,0,283.072
6,100,3.82609,300
7,100,7.52808,300
8,100,9.16746,300
9,100,9.16465,300
10,100,8.90433,300
11,100,7.95808,300
12,100,8.84245,300
13,100,9.15688,300
14,100,9.52494,300
15,100,9.72625,300
16,100,9.16492,300
17,100,9.15785,300
18,100,9.15994,300
19,100,9.18379,300
20,100,9.853,300
21,100,9.18818,300
22,100,9.63518,300
23,100,9.68288,300
24,100,9.8594,300
