node_id,initial_energy,remaining_energy,lifetime
0,100,9.15375,300
1,100,5.32871,300
2,100,9.64556,300
3,100,9.68026,300
4,100,9.857,300
5,100,0,282.895
6,100,3.60655,300
7,100,7.32653,300
8,100,9.17089,300
9,100,9.16807,300
10,100,8.80419,300
11,100,7.99121,300
12,100,8.75087,300
13,100,9.16287,300
14,100,9.52416,300
15,100,9.72625,300
16,100,9.16492,300
17,100,9.15785,300
18,100,9.16508,300
19,100,9.18721,300
20,100,9.853,300
21,100,9.18818,300
22,100,9.63518,300
23,100,9.68288,300
24,100,9.86411,300
